"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 25 17:38:50 GMT 2021","Sun Jul 25 17:38:50 GMT 2021","0","testproject.pytests","test_cookie","TestCookie","","","test_cookie",""
"passed","Sun Jul 25 17:35:48 GMT 2021","Sun Jul 25 17:36:43 GMT 2021","55342","testproject.pytests","blog_post_test","","","","test_mod_and_del_blog",""
"passed","Sun Jul 25 17:39:34 GMT 2021","Sun Jul 25 17:39:47 GMT 2021","12947","testproject.pytests","test_registration","TestRegistration","","","test_reg_validators2",""
"passed","Sun Jul 25 17:38:29 GMT 2021","Sun Jul 25 17:38:50 GMT 2021","20817","testproject.pytests","logout_test","","","","test_logout",""
"passed","Sun Jul 25 17:36:43 GMT 2021","Sun Jul 25 17:36:49 GMT 2021","5920","testproject.pytests","homepage_test","","","","test_homepage_without_login",""
"passed","Sun Jul 25 17:37:55 GMT 2021","Sun Jul 25 17:38:29 GMT 2021","34234","testproject.pytests","login_validators_test","","","","test_login_validator3",""
"passed","Sun Jul 25 17:36:49 GMT 2021","Sun Jul 25 17:37:18 GMT 2021","28423","testproject.pytests","login_test","","","","test_successful_login",""
"passed","Sun Jul 25 17:34:56 GMT 2021","Sun Jul 25 17:35:48 GMT 2021","51815","testproject.pytests","blog_post_test","","","","test_new_blog",""
"passed","Sun Jul 25 17:37:18 GMT 2021","Sun Jul 25 17:37:34 GMT 2021","16312","testproject.pytests","login_validators_test","","","","test_login_validator1",""
"passed","Sun Jul 25 17:39:49 GMT 2021","Sun Jul 25 17:40:16 GMT 2021","27924","testproject.pytests","test_registration","TestRegistration","","","test_reg_validators3",""
"passed","Sun Jul 25 17:37:34 GMT 2021","Sun Jul 25 17:37:55 GMT 2021","20586","testproject.pytests","login_validators_test","","","","test_login_validator2",""
"passed","Sun Jul 25 17:38:52 GMT 2021","Sun Jul 25 17:39:14 GMT 2021","21656","testproject.pytests","test_registration","TestRegistration","","","test_registration",""
"passed","Sun Jul 25 17:39:16 GMT 2021","Sun Jul 25 17:39:32 GMT 2021","16724","testproject.pytests","test_registration","TestRegistration","","","test_reg_validators1",""
