"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 17 14:40:54 GMT 2021","Tue Aug 17 14:41:16 GMT 2021","21582","testproject.pytests","test_login","","","","test_successful_login",""
"passed","Tue Aug 17 14:42:20 GMT 2021","Tue Aug 17 14:42:45 GMT 2021","24728","testproject.pytests","test_registration_pom","","","","test_registration",""
"passed","Tue Aug 17 14:41:37 GMT 2021","Tue Aug 17 14:42:00 GMT 2021","22211","testproject.pytests","test_login_validators","","","","test_login_validator3",""
"passed","Tue Aug 17 14:43:15 GMT 2021","Tue Aug 17 14:43:43 GMT 2021","28088","testproject.pytests","test_registration_pom","","","","test_reg_validators3",""
"passed","Tue Aug 17 14:43:02 GMT 2021","Tue Aug 17 14:43:15 GMT 2021","12903","testproject.pytests","test_registration_pom","","","","test_reg_validators2",""
"passed","Tue Aug 17 14:41:26 GMT 2021","Tue Aug 17 14:41:37 GMT 2021","11576","testproject.pytests","test_login_validators","","","","test_login_validator2",""
"passed","Tue Aug 17 14:40:03 GMT 2021","Tue Aug 17 14:40:16 GMT 2021","12991","testproject.pytests","test_blog_post","","","","test_new_blog",""
"passed","Tue Aug 17 14:40:16 GMT 2021","Tue Aug 17 14:40:46 GMT 2021","29961","testproject.pytests","test_blog_post","","","","test_mod_and_del_blog",""
"passed","Tue Aug 17 14:42:00 GMT 2021","Tue Aug 17 14:42:20 GMT 2021","20919","testproject.pytests","test_logout","","","","test_logout",""
"passed","Tue Aug 17 14:40:48 GMT 2021","Tue Aug 17 14:40:54 GMT 2021","5913","testproject.pytests","test_homepage","","","","test_homepage_without_login",""
"passed","Tue Aug 17 14:41:16 GMT 2021","Tue Aug 17 14:41:26 GMT 2021","9919","testproject.pytests","test_login_validators","","","","test_login_validator1",""
"passed","Tue Aug 17 14:42:45 GMT 2021","Tue Aug 17 14:43:02 GMT 2021","16777","testproject.pytests","test_registration_pom","","","","test_reg_validators1",""
"broken","Tue Aug 17 14:40:46 GMT 2021","Tue Aug 17 14:40:46 GMT 2021","0","testproject.pytests","test_cookie","TestCookie","","","test_cookie",""
