"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 01 14:50:38 GMT 2021","Sun Aug 01 14:50:59 GMT 2021","21635","testproject.pytests","test_user_profile","","","","test_user_profile",""
"passed","Sun Aug 01 14:47:09 GMT 2021","Sun Aug 01 14:47:20 GMT 2021","11627","testproject.pytests","test_blog_post","","","","test_new_blog",""
"passed","Sun Aug 01 14:48:43 GMT 2021","Sun Aug 01 14:48:54 GMT 2021","11496","testproject.pytests","test_login_validators","","","","test_login_validator2",""
"passed","Sun Aug 01 14:48:54 GMT 2021","Sun Aug 01 14:49:16 GMT 2021","21950","testproject.pytests","test_login_validators","","","","test_login_validator3",""
"passed","Sun Aug 01 14:46:48 GMT 2021","Sun Aug 01 14:47:09 GMT 2021","20822","testproject.pytests","logout_test","","","","test_logout",""
"passed","Sun Aug 01 14:48:12 GMT 2021","Sun Aug 01 14:48:33 GMT 2021","21177","testproject.pytests","test_login","","","","test_successful_login",""
"passed","Sun Aug 01 14:50:10 GMT 2021","Sun Aug 01 14:50:38 GMT 2021","27807","testproject.pytests","test_registration_pom","","","","test_reg_validators3",""
"passed","Sun Aug 01 14:49:16 GMT 2021","Sun Aug 01 14:49:41 GMT 2021","24574","testproject.pytests","test_registration_pom","","","","test_registration",""
"passed","Sun Aug 01 14:49:57 GMT 2021","Sun Aug 01 14:50:10 GMT 2021","12830","testproject.pytests","test_registration_pom","","","","test_reg_validators2",""
"passed","Sun Aug 01 14:46:42 GMT 2021","Sun Aug 01 14:46:48 GMT 2021","5826","testproject.pytests","homepage_test","","","","test_homepage_without_login",""
"passed","Sun Aug 01 14:47:20 GMT 2021","Sun Aug 01 14:47:50 GMT 2021","29898","testproject.pytests","test_blog_post","","","","test_mod_and_del_blog",""
"passed","Sun Aug 01 14:47:52 GMT 2021","Sun Aug 01 14:48:12 GMT 2021","19838","testproject.pytests","test_cookie","TestCookie","","","test_cookie",""
"passed","Sun Aug 01 14:48:33 GMT 2021","Sun Aug 01 14:48:43 GMT 2021","9714","testproject.pytests","test_login_validators","","","","test_login_validator1",""
"passed","Sun Aug 01 14:49:41 GMT 2021","Sun Aug 01 14:49:57 GMT 2021","16599","testproject.pytests","test_registration_pom","","","","test_reg_validators1",""
