"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 17 14:51:20 GMT 2021","Tue Aug 17 14:51:33 GMT 2021","12913","testproject.pytests","test_registration_pom","","","","test_reg_validators2",""
"passed","Tue Aug 17 14:49:07 GMT 2021","Tue Aug 17 14:49:12 GMT 2021","5939","testproject.pytests","test_homepage","","","","test_homepage_without_login",""
"passed","Tue Aug 17 14:51:33 GMT 2021","Tue Aug 17 14:52:01 GMT 2021","28033","testproject.pytests","test_registration_pom","","","","test_reg_validators3",""
"passed","Tue Aug 17 14:52:01 GMT 2021","Tue Aug 17 14:52:41 GMT 2021","39545","testproject.pytests","test_tag","","","","test_tags",""
"passed","Tue Aug 17 14:49:34 GMT 2021","Tue Aug 17 14:49:44 GMT 2021","9874","testproject.pytests","test_login_validators","","","","test_login_validator1",""
"passed","Tue Aug 17 14:49:55 GMT 2021","Tue Aug 17 14:50:18 GMT 2021","22241","testproject.pytests","test_login_validators","","","","test_login_validator3",""
"passed","Tue Aug 17 14:48:55 GMT 2021","Tue Aug 17 14:49:06 GMT 2021","11861","testproject.pytests","test_cookie","TestCookie","","","test_cookie",""
"passed","Tue Aug 17 14:50:18 GMT 2021","Tue Aug 17 14:50:39 GMT 2021","20902","testproject.pytests","test_logout","","","","test_logout",""
"passed","Tue Aug 17 14:48:22 GMT 2021","Tue Aug 17 14:48:53 GMT 2021","30873","testproject.pytests","test_blog_post","","","","test_mod_and_del_blog",""
"passed","Tue Aug 17 14:49:44 GMT 2021","Tue Aug 17 14:49:55 GMT 2021","11623","testproject.pytests","test_login_validators","","","","test_login_validator2",""
"passed","Tue Aug 17 14:50:39 GMT 2021","Tue Aug 17 14:51:03 GMT 2021","24775","testproject.pytests","test_registration_pom","","","","test_registration",""
"passed","Tue Aug 17 14:52:41 GMT 2021","Tue Aug 17 14:53:03 GMT 2021","22297","testproject.pytests","test_user_profile","","","","test_user_profile",""
"passed","Tue Aug 17 14:48:10 GMT 2021","Tue Aug 17 14:48:22 GMT 2021","12420","testproject.pytests","test_blog_post","","","","test_new_blog",""
"passed","Tue Aug 17 14:49:12 GMT 2021","Tue Aug 17 14:49:34 GMT 2021","21513","testproject.pytests","test_login","","","","test_successful_login",""
"passed","Tue Aug 17 14:51:03 GMT 2021","Tue Aug 17 14:51:20 GMT 2021","16753","testproject.pytests","test_registration_pom","","","","test_reg_validators1",""
