"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 15 12:32:08 GMT 2021","Wed Sep 15 12:32:20 GMT 2021","11866","testproject.pytests","test_cookie","TestCookie","","","test_cookie",""
"passed","Wed Sep 15 12:33:30 GMT 2021","Wed Sep 15 12:33:51 GMT 2021","20800","testproject.pytests","test_logout","","","","test_logout",""
"passed","Wed Sep 15 12:34:16 GMT 2021","Wed Sep 15 12:34:33 GMT 2021","16660","testproject.pytests","test_registration_pom","","","","test_reg_validators1",""
"passed","Wed Sep 15 12:34:33 GMT 2021","Wed Sep 15 12:34:45 GMT 2021","12844","testproject.pytests","test_registration_pom","","","","test_reg_validators2",""
"passed","Wed Sep 15 12:33:51 GMT 2021","Wed Sep 15 12:34:16 GMT 2021","24700","testproject.pytests","test_registration_pom","","","","test_registration",""
"passed","Wed Sep 15 12:35:52 GMT 2021","Wed Sep 15 12:36:14 GMT 2021","22083","testproject.pytests","test_user_profile","","","","test_user_profile",""
"passed","Wed Sep 15 12:32:47 GMT 2021","Wed Sep 15 12:32:57 GMT 2021","9777","testproject.pytests","test_login_validators","","","","test_login_validator1",""
"passed","Wed Sep 15 12:32:26 GMT 2021","Wed Sep 15 12:32:47 GMT 2021","21335","testproject.pytests","test_login","","","","test_successful_login",""
"passed","Wed Sep 15 12:35:13 GMT 2021","Wed Sep 15 12:35:52 GMT 2021","38274","testproject.pytests","test_tag","","","","test_tags",""
"passed","Wed Sep 15 12:34:45 GMT 2021","Wed Sep 15 12:35:13 GMT 2021","27988","testproject.pytests","test_registration_pom","","","","test_reg_validators3",""
"passed","Wed Sep 15 12:31:36 GMT 2021","Wed Sep 15 12:32:06 GMT 2021","30248","testproject.pytests","test_blog_post","","","","test_mod_and_del_blog",""
"passed","Wed Sep 15 12:33:08 GMT 2021","Wed Sep 15 12:33:30 GMT 2021","22037","testproject.pytests","test_login_validators","","","","test_login_validator3",""
"passed","Wed Sep 15 12:32:20 GMT 2021","Wed Sep 15 12:32:26 GMT 2021","5891","testproject.pytests","test_homepage","","","","test_homepage_without_login",""
"passed","Wed Sep 15 12:32:57 GMT 2021","Wed Sep 15 12:33:08 GMT 2021","11590","testproject.pytests","test_login_validators","","","","test_login_validator2",""
"passed","Wed Sep 15 12:31:23 GMT 2021","Wed Sep 15 12:31:36 GMT 2021","12648","testproject.pytests","test_blog_post","","","","test_new_blog",""
