"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 22 19:01:19 GMT 2021","Thu Jul 22 19:01:39 GMT 2021","20794","testproject.pytests","logout_test","","","","test_logout",""
"passed","Thu Jul 22 19:00:24 GMT 2021","Thu Jul 22 19:00:45 GMT 2021","20453","testproject.pytests","login_validators_test","","","","test_login_validator2",""
"passed","Thu Jul 22 19:02:35 GMT 2021","Thu Jul 22 19:03:02 GMT 2021","27729","testproject.pytests","test_registration","TestRegistration","","","test_reg_validators3",""
"passed","Thu Jul 22 18:57:49 GMT 2021","Thu Jul 22 18:58:39 GMT 2021","50059","testproject.pytests","blog_post_test","","","","test_new_blog",""
"passed","Thu Jul 22 19:01:41 GMT 2021","Thu Jul 22 19:02:02 GMT 2021","21473","testproject.pytests","test_registration","TestRegistration","","","test_registration",""
"passed","Thu Jul 22 18:58:39 GMT 2021","Thu Jul 22 18:59:34 GMT 2021","54766","testproject.pytests","blog_post_test","","","","test_mod_and_del_blog",""
"passed","Thu Jul 22 19:02:03 GMT 2021","Thu Jul 22 19:02:20 GMT 2021","16632","testproject.pytests","test_registration","TestRegistration","","","test_reg_validators1",""
"passed","Thu Jul 22 19:02:20 GMT 2021","Thu Jul 22 19:02:33 GMT 2021","12891","testproject.pytests","test_registration","TestRegistration","","","test_reg_validators2",""
"passed","Thu Jul 22 18:59:34 GMT 2021","Thu Jul 22 18:59:40 GMT 2021","5752","testproject.pytests","homepage_test","","","","test_homepage_without_login",""
"passed","Thu Jul 22 19:00:08 GMT 2021","Thu Jul 22 19:00:24 GMT 2021","16188","testproject.pytests","login_validators_test","","","","test_login_validator1",""
"passed","Thu Jul 22 18:59:40 GMT 2021","Thu Jul 22 19:00:08 GMT 2021","28117","testproject.pytests","login_test","","","","test_successful_login",""
"passed","Thu Jul 22 19:00:45 GMT 2021","Thu Jul 22 19:01:19 GMT 2021","33884","testproject.pytests","login_validators_test","","","","test_login_validator3",""
